a2701_numeric_max	a2702_numeric_max	strain_sharing_rate
4	4	13.636363636363635
4	4	8.461538461538462
3	3	11.702127659574469
4	4	13.186813186813188
4	4	41.935483870967744
4	4	10
4	3	30.434782608695656
4	1	0
4	4	3.7037037037037033
4	4	12.5
3	3	2.459016393442623
2	2	10.344827586206897
4	4	7.462686567164178
3	1	24.409448818897637
3	3	22.22222222222222
3	1	5.633802816901409
4	4	12
4	3	20
3	3	4.3478260869565215
4	1	10.714285714285714
4	3	12.380952380952381
4	3	22.61904761904762
4	4	12.962962962962962
1	1	12.121212121212121
4	4	11.818181818181818
4	4	19.318181818181817
4	3	12.5
4	1	24.242424242424242
4	4	5.769230769230769
4	4	9.803921568627452
4	4	1.7857142857142856
3	3	10
4	4	16.666666666666664
3	3	13.793103448275861
3	1	10.714285714285714
1	2	16.27906976744186
4	4	42.857142857142854
3	1	9.45945945945946
4	1	15.04424778761062
3	1	12.5
2	2	6.976744186046512
3	3	11.11111111111111
4	4	2.631578947368421
3	1	12.5
4	4	20.212765957446805
1	1	19.11764705882353
4	4	24.324324324324326
3	2	5.88235294117647
3	2	9.090909090909092
4	4	14.893617021276595
2	2	16.216216216216218
4	3	23.91304347826087
2	2	12.76595744680851
4	4	13.636363636363635
4	4	24.444444444444443
2	1	2.5
4	4	6.0606060606060606
4	4	6.896551724137931
4	2	7.954545454545454
4	4	6.578947368421052
3	3	6.593406593406594
4	4	14.87603305785124
4	4	3.389830508474576
4	4	21.568627450980394
4	4	4.25531914893617
4	1	6.25
4	4	21.69811320754717
3	3	16.8141592920354
4	3	10
4	1	0
4	4	4.166666666666666
4	4	15
4	4	14.516129032258066
4	4	10.76923076923077
4	4	17.142857142857142
3	1	0
4	4	12.5
4	3	9.375
4	4	16.666666666666664
3	3	11.76470588235294
4	4	7.936507936507936
3	3	10.76923076923077
4	2	8.24742268041237
4	4	16.666666666666664
4	4	22.972972972972975
4	4	6.666666666666667
4	4	2.631578947368421
4	4	17.105263157894736
4	3	18.51851851851852
4	1	7.6923076923076925
3	1	2.941176470588235
3	3	6.382978723404255
4	3	11.320754716981133
4	3	10
3	3	15.217391304347828
4	3	15.789473684210526
4	3	6.25
4	4	17.5
4	4	19.047619047619047
4	2	13.114754098360656
4	4	10.588235294117647
4	4	9.75609756097561
4	3	10.638297872340425
4	4	11.76470588235294
4	4	0
4	4	20.689655172413794
4	4	20.869565217391305
4	4	2.1739130434782608
4	4	12.5
4	4	0
4	4	30.434782608695656
4	4	13.636363636363635
4	4	44.57831325301205
3	3	5.555555555555555
4	4	9.090909090909092
2	2	10
4	4	20
4	4	18.421052631578945
4	4	21.153846153846153
3	3	2.083333333333333
4	4	1.7543859649122806
3	3	14.000000000000002
4	4	13.88888888888889
4	3	1.4925373134328357
4	3	7.8125
4	1	4.545454545454546
4	4	21.904761904761905
4	4	8
4	4	13.636363636363635
3	3	4.411764705882353
4	4	5.454545454545454
4	4	12.5
3	2	3.614457831325301
3	3	6.25
4	4	10.76923076923077
4	1	9.90990990990991
4	4	34.92063492063492
4	4	39.21568627450981
4	3	6.666666666666667
4	3	10.465116279069768
4	3	5.555555555555555
4	4	17.391304347826086
4	4	16.883116883116884
4	4	10
4	4	16.9811320754717
4	3	16.666666666666664
4	3	8.333333333333332
1	1	10.483870967741936
4	4	10.588235294117647
4	3	0
4	4	8.108108108108109
3	3	1.4925373134328357
3	4	0
4	4	14.457831325301203
4	4	40
4	4	19.480519480519483
4	1	16.94915254237288
4	4	9.230769230769232
2	2	1.694915254237288
4	4	6.451612903225806
4	4	4
4	3	8.860759493670885
3	3	9.649122807017543
4	4	7.746478873239436
4	1	20.74074074074074
4	4	10.687022900763358
4	4	15.873015873015872
4	1	12.056737588652481
4	3	0
4	3	0
3	3	2.631578947368421
3	1	4.444444444444445
4	4	13.414634146341465
4	4	6.024096385542169
4	4	3.8461538461538463
4	4	9.45945945945946
4	4	22.435897435897438
4	3	11.538461538461538
4	4	6.0606060606060606
4	4	2.3255813953488373
3	4	12.76595744680851
4	4	10.714285714285714
4	4	14.492753623188406
4	1	3.3333333333333335
3	3	18.823529411764707
3	3	5.88235294117647
4	4	0
4	1	16.94915254237288
4	4	20.54794520547945
4	1	2.380952380952381
4	4	14.516129032258066
4	4	23.684210526315788
4	4	18.181818181818183
4	4	16.822429906542055
4	4	28.125
4	4	13.043478260869565
4	4	7.6923076923076925
3	2	6.153846153846154
4	4	31.03448275862069
4	1	8.823529411764707
2	2	5.405405405405405
4	4	6
3	3	16.260162601626014
4	4	10.714285714285714
4	4	12
3	2	10.256410256410255
4	4	14.000000000000002
4	4	22.807017543859647
4	4	47.61904761904761
4	4	16.037735849056602
3	4	13.978494623655912
3	1	8
4	4	4.545454545454546
4	4	7.894736842105263
4	1	12.987012987012985
4	4	9.89010989010989
4	4	16.666666666666664
4	4	16.129032258064516
4	4	11.11111111111111
4	4	9.333333333333334
3	3	15.789473684210526
4	4	14.583333333333334
4	3	4
4	4	10
4	4	22.22222222222222
3	1	6.140350877192982
4	4	5.47945205479452
3	2	5.88235294117647
3	3	17.647058823529413
4	4	12.5
4	4	19.444444444444446
4	2	5.88235294117647
4	4	16.49484536082474
4	2	13.541666666666666
4	4	20.689655172413794
3	1	10
4	4	13.131313131313133
4	4	16.9811320754717
4	4	4.25531914893617
3	4	0
4	4	19.642857142857142
3	1	10.714285714285714
4	1	6.329113924050633
4	4	28.431372549019606
4	4	2.7777777777777777
4	4	6.25
4	4	6.896551724137931
4	4	47.27272727272727
3	1	1.8181818181818181
3	1	9.30232558139535
4	1	5.555555555555555
3	3	9.722222222222223
4	1	1.1904761904761905
2	2	3.076923076923077
4	4	12.380952380952381
4	4	19.753086419753085
3	1	9.195402298850574
4	4	2
4	2	5.042016806722689
4	1	14.285714285714285
4	3	4.054054054054054
1	2	38.961038961038966
4	4	5.063291139240507
4	4	19.230769230769234
4	4	16.50485436893204
4	1	8.974358974358974
4	4	2.631578947368421
4	4	24.137931034482758
4	4	10.76923076923077
4	4	7.865168539325842
4	4	7.954545454545454
4	4	13.157894736842104
4	4	10.112359550561797
4	3	7.228915662650602
2	1	2.4691358024691357
4	4	17.75700934579439
4	4	6.8181818181818175
3	1	10
4	4	18.91891891891892
4	3	10.256410256410255
4	4	12.676056338028168
4	2	9.859154929577464
4	4	12.32876712328767
4	4	3.75
4	3	23.943661971830984
4	4	3.79746835443038
4	4	10.126582278481013
4	4	11.363636363636363
4	3	6.547619047619048
4	4	9.090909090909092
2	2	25
4	4	44.285714285714285
4	3	17.1875
4	4	30.76923076923077
4	4	17.142857142857142
4	4	18.26086956521739
4	4	7.246376811594203
4	4	27.43362831858407
4	1	11.235955056179774
4	4	36.17021276595745
4	4	25
4	3	22.058823529411764
4	4	6.779661016949152
2	1	8.333333333333332
3	1	7.8125
4	4	27.710843373493976
4	4	14.814814814814813
4	2	17.741935483870968
4	4	19.51219512195122
4	3	16.901408450704224
4	4	22.033898305084744
3	1	2.127659574468085
4	4	14.285714285714285
4	4	17.346938775510203
4	4	23.214285714285715
1	1	2.272727272727273
4	4	12.307692307692308
4	4	6.944444444444445
4	4	10.1010101010101
4	4	4.918032786885246
3	1	20
4	4	13.333333333333334
4	4	5.208333333333334
4	4	18.01801801801802
4	4	18.681318681318682
3	3	5
4	4	14.130434782608695
4	4	10.81081081081081
3	3	6.25
4	4	36.36363636363637
4	4	37.142857142857146
4	1	2.5
3	1	0
4	4	38.70967741935484
2	1	12.711864406779661
4	4	11.11111111111111
4	4	11.688311688311687
4	1	17.28395061728395
3	3	18.91891891891892
4	4	4.3478260869565215
3	3	4.444444444444445
4	3	5.714285714285714
4	3	11.956521739130435
4	3	8.88888888888889
3	1	15.686274509803921
1	1	6.122448979591836
4	2	6.8493150684931505
4	3	5.714285714285714
4	4	9.803921568627452
4	4	26.47058823529412
4	4	26.47058823529412
4	4	8.955223880597014
4	3	8.333333333333332
4	4	9.67741935483871
4	4	16.666666666666664
4	4	21
4	4	15.217391304347828
3	3	13.513513513513514
4	4	17.105263157894736
4	4	15.853658536585366
4	3	8
4	4	18.181818181818183
4	4	23.52941176470588
4	1	5
4	4	8.108108108108109
4	1	2.564102564102564
3	3	3.614457831325301
4	4	16.666666666666664
4	4	26.82926829268293
3	2	12.345679012345679
1	1	17.36111111111111
3	1	4.651162790697675
4	1	6.382978723404255
4	3	15.463917525773196
4	4	14.5985401459854
4	4	9.433962264150944
4	3	16.3265306122449
4	4	8.333333333333332
4	4	2.564102564102564
4	4	7.042253521126761
4	4	6.722689075630252
4	4	6.086956521739131
4	4	13.846153846153847
4	1	1.7241379310344827
4	4	7.317073170731707
4	3	2.4390243902439024
4	4	28.695652173913043
3	1	0
4	4	21.311475409836063
4	1	11.11111111111111
4	4	18.461538461538463
3	3	21.21212121212121
4	4	9.615384615384617
4	4	11.538461538461538
4	4	12.121212121212121
4	2	2.083333333333333
4	4	9.090909090909092
4	4	0
4	4	14.049586776859504
3	1	4.545454545454546
4	4	2.7777777777777777
4	4	15
4	4	16.025641025641026
4	4	13.333333333333334
4	3	4.878048780487805
4	4	10.204081632653061
3	3	4.166666666666666
4	4	18.181818181818183
4	4	8
4	4	21.27659574468085
3	3	0
4	4	16.666666666666664
3	3	8.108108108108109
1	1	10
4	2	8
4	4	17.333333333333336
4	4	37
4	4	30.508474576271187
4	4	29.72972972972973
4	4	36.36363636363637
4	4	6.25
3	3	6.521739130434782
3	1	13.793103448275861
4	4	3.9215686274509802
4	1	10.16949152542373
4	4	20.634920634920633
4	4	14.285714285714285
3	2	5.128205128205128
3	1	8.536585365853659
4	1	2.4390243902439024
3	1	8.108108108108109
4	4	14.705882352941178
4	2	15.686274509803921
3	2	20.792079207920793
3	3	21.929824561403507
2	1	4
3	3	3.896103896103896
4	3	14.285714285714285
4	4	4.285714285714286
4	3	10.256410256410255
4	3	5.128205128205128
4	3	3.9215686274509802
4	3	0
4	3	7.017543859649122
4	4	21.27659574468085
4	3	7.142857142857142
2	1	3.296703296703297
4	4	11.428571428571429
4	4	6.666666666666667
4	3	4.444444444444445
4	3	6.25
4	4	14.40677966101695
4	4	5.263157894736842
1	1	15.217391304347828
3	2	2.083333333333333
2	1	3.125
4	4	0
4	2	3.508771929824561
3	3	8.75912408759124
4	4	10.112359550561797
3	4	4.3478260869565215
4	4	21.73913043478261
4	4	33.84615384615385
4	4	38.23529411764706
4	3	16.51376146788991
3	1	10.256410256410255
4	3	5.172413793103448
3	4	18.115942028985508
3	1	13.157894736842104
1	1	9.375
4	4	26.08695652173913
4	4	10.4
4	3	13.445378151260504
4	4	21.686746987951807
3	2	13.076923076923078
4	4	17.1875
4	4	12.643678160919542
4	1	0
4	4	8.695652173913043
4	4	2.127659574468085
3	2	3.3333333333333335
2	2	4
4	4	9.67741935483871
4	4	18.367346938775512
3	2	24.637681159420293
2	2	6.8181818181818175
2	2	7.352941176470589
4	4	36.84210526315789
3	4	0
4	4	6.481481481481481
4	4	6.081081081081082
4	2	4.424778761061947
4	4	22.36842105263158
4	4	5.333333333333334
3	1	6.0606060606060606
4	4	6.557377049180328
4	4	12.280701754385964
4	2	11.25
3	3	2.7777777777777777
4	4	5.714285714285714
4	3	3.0303030303030303
4	3	25.396825396825395
4	4	12.096774193548388
4	3	20.408163265306122
2	2	0
4	4	9.090909090909092
4	2	4.25531914893617
4	4	8.333333333333332
3	1	2.564102564102564
4	2	3.8461538461538463
3	3	10.714285714285714
4	3	4.054054054054054
4	4	37.3134328358209
4	4	7.042253521126761
4	4	20.930232558139537
3	1	2.631578947368421
3	1	13.541666666666666
4	4	9.090909090909092
4	1	9.836065573770492
3	3	15.151515151515152
4	4	11.34020618556701
4	4	6.730769230769231
3	3	7.042253521126761
4	4	13.461538461538462
4	4	20
2	2	7.0588235294117645
4	4	30.434782608695656
2	2	3.225806451612903
4	4	26.666666666666668
3	3	10.975609756097562
3	1	13.461538461538462
4	3	13.333333333333334
4	4	7.6923076923076925
3	1	7.042253521126761
4	4	21.666666666666668
3	3	12.5
4	3	9.859154929577464
3	1	6.315789473684211
4	2	17.46031746031746
4	3	17.77777777777778
4	1	5.88235294117647
4	4	23.076923076923077
4	4	10.44776119402985
4	3	9.210526315789473
4	3	10.38961038961039
3	2	18.75
2	2	10.294117647058822
4	4	13.698630136986301
4	4	23.14814814814815
3	4	13.385826771653544
4	4	9.195402298850574
4	4	8.47457627118644
4	4	17.073170731707318
4	3	12.676056338028168
4	4	17.94871794871795
4	4	22.388059701492537
4	4	1.8867924528301887
4	4	17.557251908396946
4	4	12.82051282051282
4	4	26.08695652173913
4	4	7.954545454545454
4	3	0
4	4	0
4	4	12.698412698412698
4	3	4.3478260869565215
4	4	13.924050632911392
3	2	0
3	2	0
4	4	1.8518518518518516
4	4	8.333333333333332
4	4	30.303030303030305
3	2	6.25
4	1	15.789473684210526
4	3	10.526315789473683
4	3	6.25
4	4	23.076923076923077
4	4	16
3	1	2.631578947368421
4	3	4.3478260869565215
4	4	4.444444444444445
4	1	13.20754716981132
4	1	1.639344262295082
4	3	14.754098360655737
4	4	19.298245614035086
4	4	6.349206349206349
4	4	11.428571428571429
4	4	7.894736842105263
4	4	8.421052631578947
3	1	8.974358974358974
4	3	1.4925373134328357
4	1	15.789473684210526
4	3	11.627906976744185
4	4	5.691056910569105
4	4	9.933774834437086
4	3	14.743589743589745
1	1	12.844036697247708
4	1	13.855421686746988
4	4	0
4	2	8.843537414965986
4	4	1.4285714285714286
4	3	2.083333333333333
4	4	19.791666666666664
4	4	8.695652173913043
4	1	3.8461538461538463
4	4	1.1904761904761905
3	1	8.928571428571429
2	2	11.76470588235294
4	4	2.7027027027027026
4	4	6.862745098039216
4	4	10.344827586206897
3	3	1.2195121951219512
4	4	24.817518248175183
4	2	6.25
3	3	6.172839506172839
4	3	8.433734939759036
4	4	11.11111111111111
4	1	6.666666666666667
2	2	16.666666666666664
4	4	5.357142857142857
4	3	9.58904109589041
3	2	26.666666666666668
4	4	20
4	3	5.405405405405405
4	4	9.803921568627452
4	3	6.896551724137931
4	2	12.903225806451612
4	4	6.666666666666667
4	4	6.944444444444445
4	3	3.571428571428571
4	1	18.487394957983195
4	4	1.1363636363636365
4	4	30.201342281879196
3	1	2.197802197802198
3	1	2.380952380952381
4	4	10.4
4	4	14.018691588785046
3	1	7.777777777777778
2	1	10.204081632653061
4	4	8.60215053763441
4	4	10.204081632653061
4	3	4.545454545454546
3	1	5.263157894736842
4	3	13.333333333333334
2	1	8.333333333333332
4	1	6.172839506172839
4	4	16.80672268907563
3	1	2.941176470588235
3	3	5.681818181818182
4	4	6
3	1	3.9215686274509802
4	4	4.411764705882353
4	2	6.349206349206349
2	2	3.6363636363636362
4	4	28.000000000000004
4	4	6.122448979591836
4	2	6.41025641025641
3	3	5.357142857142857
4	4	11.666666666666666
4	4	4.225352112676056
3	2	2.2222222222222223
4	3	17.647058823529413
3	1	4.545454545454546
3	2	12.931034482758621
4	1	2.5316455696202533
4	3	8.737864077669903
4	2	13.20754716981132
3	3	6.097560975609756
2	1	4.918032786885246
4	4	14.705882352941178
4	2	6.666666666666667
4	3	21.62162162162162
3	3	8.571428571428571
4	3	10.256410256410255
4	3	12.048192771084338
4	3	0
4	4	6.0606060606060606
4	2	3.0303030303030303
4	4	11.11111111111111
2	2	0
4	4	12.698412698412698
4	4	11.320754716981133
3	3	3.278688524590164
4	3	5.084745762711865
4	4	2.564102564102564
4	4	5.660377358490567
3	3	6.153846153846154
4	4	9.090909090909092
4	4	7.5
4	3	7.6923076923076925
3	3	1.8518518518518516
4	4	12.195121951219512
4	4	3
3	3	5.88235294117647
4	4	14.965986394557824
4	3	7.2727272727272725
2	1	9.090909090909092
3	2	16.129032258064516
4	1	2.666666666666667
4	4	6.666666666666667
4	4	14.864864864864865
4	3	6.666666666666667
4	4	10.666666666666668
4	4	9.67741935483871
4	1	2.631578947368421
4	3	22.22222222222222
3	1	7.246376811594203
3	2	3.3333333333333335
2	2	3.2520325203252036
4	2	14.705882352941178
3	3	4.225352112676056
3	3	11.607142857142858
4	2	0
4	4	0
4	4	12.5
4	4	12.903225806451612
4	4	12.727272727272727
3	3	9.615384615384617
4	4	13.725490196078432
4	4	10.975609756097562
2	1	1.3888888888888888
3	4	4.545454545454546
4	4	10.344827586206897
4	4	12.5
2	2	6.25
4	2	7.142857142857142
4	4	10.76923076923077
3	3	10
4	3	28.205128205128204
4	4	11.666666666666666
4	4	24.778761061946902
4	4	11.627906976744185
4	4	21.62162162162162
4	4	10.526315789473683
4	4	27.27272727272727
3	3	6.666666666666667
4	4	16
3	3	23.636363636363637
4	4	6.976744186046512
4	3	9.375
4	4	16
3	3	9.090909090909092
2	2	20.37037037037037
4	4	11.11111111111111
4	3	14.285714285714285
4	3	8.333333333333332
3	3	6.1946902654867255
4	4	12.5
3	1	13.253012048192772
2	2	8
2	1	3.076923076923077
3	3	6.451612903225806
3	1	0
4	4	3.7037037037037033
4	4	11.940298507462686
4	3	10.526315789473683
4	4	13.043478260869565
4	4	53.57142857142857
3	1	7.352941176470589
4	1	7.5
3	3	6.25
3	3	3.225806451612903
3	3	5.88235294117647
4	3	6
3	1	4.819277108433735
4	2	28.35820895522388
4	4	21.518987341772153
4	4	10.227272727272728
3	1	2.857142857142857
3	1	6.666666666666667
3	1	2.941176470588235
3	4	4.411764705882353
4	3	3.0303030303030303
4	4	9.375
4	4	6.557377049180328
4	3	16.666666666666664
3	2	6.382978723404255
4	3	10.638297872340425
4	4	21.052631578947366
4	3	13.636363636363635
2	2	28.57142857142857
3	2	6.666666666666667
4	4	3.389830508474576
4	3	1.8518518518518516
3	3	4.3478260869565215
4	4	7.4074074074074066
4	3	0
4	4	21.53846153846154
4	4	16.831683168316832
3	1	9.090909090909092
4	4	14.634146341463413
4	4	14.285714285714285
4	4	19.402985074626866
4	4	20.98765432098765
4	4	20.98765432098765
4	4	31.496062992125985
4	4	32.89473684210527
4	4	9.090909090909092
4	4	5.555555555555555
4	4	4.761904761904762
4	4	25.71428571428571
4	4	27.058823529411764
3	3	3.7037037037037033
4	4	7.6923076923076925
4	4	8.620689655172415
4	3	15.517241379310345
4	3	16
4	4	3.571428571428571
4	3	8.108108108108109
4	4	15
4	3	9.375
4	3	2.631578947368421
4	4	1.5384615384615385
4	4	22.916666666666664
4	1	11.904761904761903
4	4	7.894736842105263
4	4	11.475409836065573
3	4	4.098360655737705
4	3	20.238095238095237
4	4	3.3333333333333335
3	1	4
2	1	8.333333333333332
4	4	11.320754716981133
3	1	1.4492753623188406
4	3	7.4074074074074066
3	3	6.25
4	4	40.74074074074074
4	4	29.850746268656714
2	1	7.6923076923076925
3	3	0
4	3	7.4074074074074066
4	4	36.0655737704918
4	3	10.714285714285714
4	3	9.090909090909092
4	4	13.636363636363635
4	4	2.941176470588235
4	4	25.49019607843137
4	4	11.320754716981133
4	4	4
4	4	0
4	4	12.244897959183673
3	3	4.3478260869565215
4	4	8.235294117647058
4	1	7.6923076923076925
4	4	23.52941176470588
4	1	2.941176470588235
4	4	17.391304347826086
4	4	6
4	4	4.444444444444445
4	4	6.382978723404255
4	3	2.083333333333333
4	4	10.869565217391305
4	4	17.708333333333336
4	3	12.096774193548388
4	4	23.333333333333332
4	4	19.444444444444446
4	4	15.476190476190476
4	2	17.77777777777778
4	4	7.317073170731707
3	1	1.4492753623188406
4	3	5.555555555555555
4	3	3.8461538461538463
4	4	12.82051282051282
3	3	2.197802197802198
4	4	16.666666666666664
4	4	13.636363636363635
4	4	26.47058823529412
4	3	11.11111111111111
4	4	38.20224719101123
4	4	25.842696629213485
