a2701_numeric_max	a2702_numeric_max	strain_sharing_rate
1	1	6.153846153846154
4	4	21.59090909090909
3	3	6.25
4	4	4.545454545454546
3	3	3.0303030303030303
3	3	14.705882352941178
2	2	4.918032786885246
4	2	32
1	2	17.02127659574468
4	1	12.222222222222221
1	1	5.063291139240507
4	4	18.181818181818183
4	1	6.25
4	3	11.428571428571429
3	3	9.090909090909092
4	4	12.857142857142856
4	3	14.084507042253522
4	2	0
4	4	10.204081632653061
4	2	1.2195121951219512
4	4	9.734513274336283
4	2	7.766990291262135
4	1	5.952380952380952
4	2	2.564102564102564
2	2	0
4	1	0
4	1	5.714285714285714
2	1	5.88235294117647
4	1	4.026845637583892
4	4	11.11111111111111
4	4	39.436619718309856
4	1	0
4	4	10.526315789473683
4	2	14.285714285714285
3	3	8.19672131147541
4	1	5
4	4	31.57894736842105
4	3	10
4	4	13.793103448275861
4	3	14.285714285714285
4	3	5
4	4	10.227272727272728
4	4	19.27710843373494
4	3	16.071428571428573
3	1	4.081632653061225
2	1	4.424778761061947
3	3	11.76470588235294
4	4	20.863309352517987
4	4	14.102564102564102
4	4	15.217391304347828
4	4	5.797101449275362
4	4	3.571428571428571
4	4	1.694915254237288
4	4	10.294117647058822
3	1	0
4	4	10.294117647058822
3	3	16.666666666666664
4	4	18.84057971014493
3	1	7.317073170731707
4	3	20.689655172413794
4	4	6.8181818181818175
4	3	22.22222222222222
3	1	4
4	2	1.4492753623188406
3	2	0
2	2	12.5
4	4	13.793103448275861
3	1	2.7777777777777777
4	3	9.523809523809524
2	1	2
3	3	2.4390243902439024
3	4	9.876543209876543
3	2	5.633802816901409
3	3	12.5
1	1	0
3	3	11.864406779661017
4	4	15.66265060240964
4	1	12
4	3	12.5
3	3	11.627906976744185
3	1	15.254237288135593
4	4	16.39344262295082
4	1	5
4	3	3.1746031746031744
3	1	10.588235294117647
4	2	6.41025641025641
4	4	16.666666666666664
4	4	11.224489795918368
4	4	8.16326530612245
4	4	16.666666666666664
3	3	2.272727272727273
4	3	14.666666666666666
3	3	12.5
4	1	11.235955056179774
4	2	10.44776119402985
3	1	12.5
4	4	18.51851851851852
4	4	11.538461538461538
4	1	19.387755102040817
3	3	18.181818181818183
4	4	11.11111111111111
4	1	12.658227848101266
4	4	5.88235294117647
4	4	16.666666666666664
4	3	6.25
3	3	3.125
3	3	9.782608695652174
4	4	8.333333333333332
4	4	25.806451612903224
4	4	16.923076923076923
4	4	32
4	4	16.853932584269664
2	2	2.5
4	3	19.791666666666664
3	3	25.423728813559322
1	1	4.25531914893617
4	4	11.76470588235294
4	3	5.555555555555555
4	3	5.660377358490567
4	1	8.974358974358974
4	4	14.285714285714285
3	2	2.272727272727273
4	4	17.073170731707318
4	4	31.666666666666664
4	3	10.256410256410255
4	2	5.714285714285714
4	4	15.053763440860216
4	3	8.450704225352112
3	4	17.02127659574468
4	4	11.538461538461538
4	4	14.285714285714285
4	4	33.69565217391305
1	1	3.3333333333333335
4	3	9.090909090909092
4	4	24.137931034482758
4	4	16.666666666666664
3	3	5.797101449275362
4	1	6.153846153846154
4	4	8.955223880597014
4	3	8.620689655172415
4	3	18.867924528301888
4	3	21.27659574468085
4	3	1.9607843137254901
4	4	6.382978723404255
4	4	7.5
4	4	30.434782608695656
4	4	10.95890410958904
3	1	4.651162790697675
4	4	2.7027027027027026
4	2	0
4	4	14.285714285714285
4	4	41.37931034482759
4	4	18.26086956521739
3	3	21.774193548387096
4	4	40.36697247706422
4	4	26.851851851851855
4	4	1.3888888888888888
4	4	23.809523809523807
4	4	5.263157894736842
4	4	6.25
2	1	4.411764705882353
4	4	11.538461538461538
4	4	4.918032786885246
4	4	4.411764705882353
4	4	6.172839506172839
4	1	4.761904761904762
4	4	7.6923076923076925
4	4	10.112359550561797
3	3	16.842105263157894
4	4	3.0303030303030303
4	4	10.416666666666668
3	1	5.797101449275362
4	1	15.267175572519085
4	4	14.705882352941178
3	4	6.896551724137931
4	4	3.389830508474576
4	4	12.195121951219512
4	4	23.423423423423422
3	3	11.320754716981133
4	4	8.064516129032258
3	2	4.081632653061225
4	1	9.75609756097561
4	4	1.8518518518518516
3	1	2.127659574468085
3	3	6.521739130434782
3	3	8.24742268041237
3	3	18.333333333333332
2	1	5.747126436781609
2	2	1.7241379310344827
4	4	6.382978723404255
3	2	5.555555555555555
4	3	2.5
4	4	6.976744186046512
4	1	6.578947368421052
4	1	32.87671232876712
3	1	0
4	3	6.382978723404255
3	3	10.1010101010101
4	4	20.238095238095237
4	1	6.666666666666667
4	3	8.333333333333332
4	4	20.98765432098765
4	4	30.952380952380953
4	2	0
4	1	46.666666666666664
4	4	18.75
4	3	0
4	2	10.76923076923077
4	4	25.925925925925924
4	3	19.230769230769234
4	4	11.403508771929824
4	1	11.76470588235294
4	3	4.166666666666666
3	1	11.347517730496454
4	4	4.166666666666666
3	1	13.675213675213676
4	2	22.22222222222222
2	2	11.224489795918368
4	4	28.455284552845526
4	4	12.5
4	1	19.148936170212767
3	3	17.475728155339805
4	3	2.898550724637681
1	1	32.06106870229007
4	4	20.652173913043477
4	2	4.040404040404041
4	3	3.225806451612903
3	3	8.695652173913043
4	4	8
4	4	16.666666666666664
3	1	9.00900900900901
4	3	15.66265060240964
4	4	30.526315789473685
3	1	5.555555555555555
3	3	10
4	4	30.18867924528302
4	4	18.181818181818183
4	4	19.230769230769234
4	4	16.216216216216218
4	3	4.464285714285714
4	3	4.166666666666666
2	2	15.107913669064748
3	2	1.0101010101010102
4	1	0
3	2	10.81081081081081
4	1	6.666666666666667
4	4	3.7037037037037033
4	4	9.615384615384617
4	4	6.944444444444445
4	4	12.949640287769784
3	3	3.278688524590164
4	4	5.319148936170213
4	4	9.58904109589041
2	1	3.0534351145038165
4	4	25
4	4	14.772727272727273
4	4	13.095238095238097
4	4	10.294117647058822
4	4	9.876543209876543
4	4	12.5
4	4	9.230769230769232
4	4	18.823529411764707
4	4	18.34862385321101
4	4	22.929936305732486
4	4	90.22988505747126
2	2	10
4	4	9.30232558139535
3	3	1.3157894736842104
4	3	6
4	4	7.017543859649122
4	2	12.068965517241379
4	4	6.5420560747663545
3	3	6.493506493506493
4	4	5.660377358490567
4	4	7.8125
4	4	8.045977011494253
4	4	10.714285714285714
4	4	22.727272727272727
4	3	9.58904109589041
4	4	10.588235294117647
3	3	16.51376146788991
4	4	18.01801801801802
4	4	6.25
4	4	16
4	4	15.789473684210526
4	4	18.39080459770115
2	2	14.705882352941178
4	4	22.857142857142858
3	1	8.450704225352112
2	2	10.204081632653061
3	3	27.77777777777778
4	4	15.384615384615385
4	3	5.263157894736842
4	4	12
4	4	13.953488372093023
4	4	24.390243902439025
3	3	11.475409836065573
3	1	4.838709677419355
4	1	6.0606060606060606
4	4	14.166666666666666
4	1	4.838709677419355
4	1	12.5
4	4	9.090909090909092
4	1	7.6923076923076925
4	4	7.6923076923076925
4	3	9.63855421686747
4	4	19.444444444444446
4	3	0
2	2	3.571428571428571
4	4	11.650485436893204
4	3	9.63855421686747
2	1	4.651162790697675
2	2	6.329113924050633
3	2	4.081632653061225
3	3	2.564102564102564
3	2	3.0303030303030303
3	2	6.976744186046512
1	1	17.307692307692307
4	4	27.27272727272727
4	3	3.571428571428571
2	2	7.6923076923076925
2	2	13.461538461538462
4	4	18.421052631578945
4	3	5.172413793103448
4	4	8.695652173913043
4	3	3.3333333333333335
3	3	5.88235294117647
4	3	4.878048780487805
4	4	2.631578947368421
3	2	7.6923076923076925
3	2	12.162162162162163
4	4	9.836065573770492
4	4	20.5607476635514
4	4	12.844036697247708
4	4	13.793103448275861
4	4	26.89655172413793
4	4	17.829457364341085
4	4	10
4	3	1.694915254237288
4	3	10.256410256410255
4	4	9.090909090909092
4	3	22.916666666666664
4	4	33.69565217391305
4	4	3.6585365853658534
3	3	5.084745762711865
4	3	11.827956989247312
4	4	14.529914529914532
4	2	6
4	4	26.666666666666668
4	4	10.526315789473683
4	4	7.246376811594203
4	4	40.816326530612244
3	2	3.571428571428571
4	3	4.6875
4	4	10
4	3	7.142857142857142
3	1	3.076923076923077
4	4	11
4	1	9.375
4	4	15.11627906976744
4	2	7.6923076923076925
4	4	23.809523809523807
3	1	9.195402298850574
4	4	10.126582278481013
4	4	15.454545454545453
4	1	0
4	1	0
4	3	6.349206349206349
4	4	8.064516129032258
4	4	25
4	2	8.51063829787234
4	4	16.071428571428573
3	3	17.829457364341085
4	4	4.225352112676056
4	4	31.818181818181817
4	4	2.9850746268656714
4	4	19.886363636363637
4	3	10.16949152542373
3	3	10.909090909090908
3	2	10.526315789473683
4	4	12.857142857142856
4	4	8.51063829787234
4	4	4.761904761904762
4	4	3.8461538461538463
4	4	0
3	3	17.307692307692307
3	2	14.583333333333334
3	3	0
3	1	2.631578947368421
4	4	14.492753623188406
4	4	12.195121951219512
4	4	3.8461538461538463
4	3	21.176470588235293
4	4	25.287356321839084
3	1	5.681818181818182
4	1	10.526315789473683
4	4	15.384615384615385
4	3	3.1746031746031744
3	2	3.296703296703297
4	3	13.043478260869565
4	4	11.320754716981133
4	4	10.909090909090908
4	3	5
4	4	12
4	4	8.88888888888889
4	4	23.4375
3	2	13.043478260869565
2	1	4.716981132075472
4	4	3.225806451612903
3	3	8.333333333333332
4	4	17.543859649122805
4	1	7.142857142857142
4	4	29.1044776119403
4	3	51.11111111111111
4	3	12.5
4	4	6.25
4	4	12.962962962962962
3	3	1.5625
3	2	6.451612903225806
4	4	12.76595744680851
3	3	5
4	4	5.660377358490567
4	3	9.734513274336283
4	4	4.444444444444445
3	1	0
4	4	40.50632911392405
4	4	44.31818181818182
4	4	11.594202898550725
3	3	7.865168539325842
3	3	7.6923076923076925
2	1	3.571428571428571
4	3	10.309278350515463
4	3	12.195121951219512
4	4	13.333333333333334
4	4	23.809523809523807
4	4	5.47945205479452
4	1	4.411764705882353
1	1	5.1020408163265305
1	1	15.555555555555555
2	2	4
4	4	0
3	3	3.7037037037037033
3	1	5
4	2	14.814814814814813
3	3	10
3	1	3.4482758620689653
3	2	16.091954022988507
4	4	4.878048780487805
4	4	0
4	3	11.904761904761903
4	4	8.823529411764707
4	4	0
4	3	8.737864077669903
4	1	5.769230769230769
4	1	6.25
3	3	12.698412698412698
4	4	24.561403508771928
4	1	12.781954887218044
3	2	16.551724137931036
4	1	4.25531914893617
4	4	7.142857142857142
3	2	1.7543859649122806
4	4	21.73913043478261
4	3	18.181818181818183
4	4	25
4	4	6.8181818181818175
4	1	13.20754716981132
4	1	7.8125
4	4	9.803921568627452
4	3	0
4	4	6.451612903225806
3	1	4.444444444444445
4	4	8.620689655172415
4	4	10.714285714285714
4	4	24.836601307189543
2	3	4.081632653061225
1	2	5.084745762711865
4	3	5.128205128205128
4	3	4.081632653061225
4	3	28.57142857142857
4	2	5.208333333333334
4	3	17.77777777777778
4	3	10.344827586206897
4	4	22.058823529411764
3	1	1.9230769230769231
4	4	13.88888888888889
1	1	8.547008547008547
2	2	0
4	2	9.30232558139535
1	1	2.5316455696202533
4	3	6.666666666666667
4	1	8.064516129032258
4	4	11.666666666666666
4	4	10.714285714285714
4	4	10.638297872340425
4	2	0
3	2	7.0588235294117645
4	4	15.463917525773196
4	1	22.22222222222222
4	2	12.5
4	4	11.538461538461538
4	2	7.246376811594203
4	4	15
4	4	0
4	2	15.151515151515152
4	4	10.429447852760736
2	2	11.11111111111111
4	4	12.121212121212121
3	4	4.545454545454546
4	4	44.61538461538462
4	4	10
4	3	6.25
4	4	3.225806451612903
4	4	3.3333333333333335
4	2	3.571428571428571
3	2	0
4	3	0
4	4	30
3	1	2.941176470588235
4	3	2.0408163265306123
4	4	26.229508196721312
4	4	17.28395061728395
4	3	2.631578947368421
4	4	4.878048780487805
3	2	8.47457627118644
4	4	13.978494623655912
3	1	3.3333333333333335
4	4	2.631578947368421
4	4	3.3333333333333335
3	1	7.5
4	4	3.9215686274509802
4	4	5.5045871559633035
4	4	11.538461538461538
4	4	25
4	3	6.8181818181818175
4	4	13.333333333333334
4	2	16.363636363636363
2	2	12.5
3	3	23.52941176470588
3	3	9
4	2	10.416666666666668
4	2	13.88888888888889
3	3	29.333333333333332
3	1	1.5625
4	4	28.37837837837838
4	4	19.27710843373494
4	4	8.333333333333332
4	3	1.9230769230769231
4	4	12.5
4	2	7.017543859649122
4	4	16.666666666666664
4	3	11.428571428571429
3	1	3.9473684210526314
4	3	0
4	1	7.6923076923076925
4	4	11.904761904761903
2	2	6.593406593406594
4	4	6.779661016949152
4	4	17.441860465116278
4	4	17.56756756756757
4	4	13.725490196078432
4	3	16
3	1	5.88235294117647
4	3	9.722222222222223
4	4	15.384615384615385
4	4	12.5
4	4	15.517241379310345
4	4	12.82051282051282
4	4	8
4	4	13.88888888888889
4	4	13.20754716981132
2	2	9.803921568627452
4	3	3.8461538461538463
4	3	5.263157894736842
1	1	8.571428571428571
3	3	11.627906976744185
4	4	4.166666666666666
4	3	4.938271604938271
4	3	2.898550724637681
4	2	7.317073170731707
4	4	6.779661016949152
4	4	2.272727272727273
4	4	13.432835820895523
4	3	10
4	4	22.78481012658228
4	4	13.636363636363635
4	4	4.444444444444445
4	4	24.637681159420293
4	4	4.615384615384616
3	3	39.743589743589745
4	4	12.173913043478262
4	3	1.6666666666666667
4	3	7.142857142857142
4	4	4.545454545454546
4	4	6.024096385542169
4	4	11.11111111111111
4	2	13.978494623655912
3	1	5.454545454545454
4	1	5.660377358490567
4	4	10.344827586206897
3	3	14.0625
3	3	8.51063829787234
4	4	5.88235294117647
4	4	6.976744186046512
4	3	9.333333333333334
3	3	8.641975308641975
4	4	6.0606060606060606
4	4	4.901960784313726
3	3	3.278688524590164
4	4	7.017543859649122
4	4	1.8518518518518516
3	1	8.16326530612245
4	4	2.73972602739726
3	2	7.526881720430108
3	2	6.896551724137931
4	3	0
4	4	8.333333333333332
4	2	13.636363636363635
4	4	28.846153846153843
3	3	3.0303030303030303
4	3	36.92307692307693
4	4	21.428571428571427
4	4	0
3	3	11.428571428571429
3	1	3.8461538461538463
3	3	2.5
4	1	3.4482758620689653
3	3	14.705882352941178
4	4	19.327731092436977
4	4	21.62162162162162
4	4	16.666666666666664
4	4	20.967741935483872
3	3	6.976744186046512
1	4	6.153846153846154
3	1	6.666666666666667
3	3	8.21917808219178
4	4	8.860759493670885
4	3	11.029411764705882
4	4	15.315315315315313
4	4	19.718309859154928
4	4	7.6923076923076925
4	1	0
3	3	20.909090909090907
4	4	16.666666666666664
3	1	7.59493670886076
4	4	11.494252873563218
4	4	20.73170731707317
2	1	4.081632653061225
4	2	8.47457627118644
3	3	10.666666666666668
3	2	1.3888888888888888
4	4	17.857142857142858
3	2	4.545454545454546
3	2	13.392857142857142
4	4	34.58646616541353
4	4	14.084507042253522
3	3	21.839080459770116
4	4	28.169014084507044
4	3	15.151515151515152
4	4	6.666666666666667
4	3	3.3333333333333335
4	4	7.291666666666667
4	4	7.317073170731707
4	3	5.405405405405405
4	4	4.444444444444445
4	4	13.48314606741573
4	4	6.382978723404255
4	4	11.39240506329114
3	2	1.7543859649122806
4	4	15.789473684210526
4	3	15.66265060240964
4	3	15.909090909090908
4	4	12.5
4	4	9.183673469387756
4	4	13.846153846153847
4	4	7.6923076923076925
4	4	13.461538461538462
4	3	6.153846153846154
2	1	5.633802816901409
1	1	2.2222222222222223
4	4	17.5
4	4	8.695652173913043
3	1	0
4	3	4.25531914893617
4	4	10.638297872340425
3	1	8.333333333333332
4	4	20.967741935483872
3	2	12.068965517241379
4	4	6.666666666666667
4	4	22.340425531914892
3	1	20
4	4	16
4	3	13.333333333333334
4	4	21.052631578947366
4	4	10
3	1	6.122448979591836
4	4	8.16326530612245
4	3	11.11111111111111
3	3	4.545454545454546
1	1	0
4	4	17.94871794871795
4	4	28.333333333333332
2	1	7.894736842105263
4	4	14.583333333333334
4	3	8.045977011494253
2	1	3.8461538461538463
4	4	5.88235294117647
4	4	25.6198347107438
1	1	5.405405405405405
4	4	32.5
1	2	7.6923076923076925
2	2	5.952380952380952
3	1	9.75609756097561
4	4	15.151515151515152
4	1	5.617977528089887
4	4	4.032258064516129
4	4	2
4	3	12.195121951219512
4	1	6.593406593406594
3	3	10.294117647058822
4	3	6.422018348623854
2	1	5.084745762711865
4	4	9.25925925925926
4	4	12.781954887218044
4	4	19.587628865979383
4	4	14.516129032258066
4	4	6.956521739130435
4	4	4.918032786885246
4	4	4.761904761904762
4	4	18.085106382978726
1	1	25.510204081632654
4	4	18.0327868852459
4	3	4.672897196261682
4	4	8.333333333333332
3	3	15.454545454545453
3	3	12.121212121212121
4	2	0
4	4	24.074074074074073
4	4	14.583333333333334
4	4	22.61904761904762
4	4	12.269938650306749
4	4	14.563106796116504
4	2	14.457831325301203
4	4	25.925925925925924
4	4	22.807017543859647
4	4	15.789473684210526
4	4	17.307692307692307
4	3	3.7383177570093453
4	4	10.204081632653061
4	4	22.35294117647059
1	1	20.238095238095237
4	4	12.631578947368421
4	2	11.320754716981133
4	4	20.66115702479339
4	1	11.494252873563218
4	1	11.666666666666666
3	1	15.217391304347828
4	1	10.714285714285714
4	4	36.36363636363637
4	4	20
2	1	4.25531914893617
4	1	6.896551724137931
4	3	15.294117647058824
4	1	8.064516129032258
3	1	5.88235294117647
4	3	27.049180327868854
4	4	13.432835820895523
4	2	5.263157894736842
4	4	4
3	1	8.235294117647058
4	4	11.827956989247312
4	4	5.797101449275362
4	4	11.320754716981133
4	4	5.1020408163265305
4	4	13.88888888888889
4	4	40.27777777777778
4	4	36.17021276595745
4	4	34.78260869565217
4	3	15
4	4	24.137931034482758
4	1	18.055555555555554
4	3	23.52941176470588
4	1	5.714285714285714
4	2	13.725490196078432
4	4	32.857142857142854
3	3	15.555555555555555
4	4	5.714285714285714
4	4	1.9230769230769231
3	3	0
4	4	13.461538461538462
4	3	11.594202898550725
4	4	20.388349514563107
4	3	12.941176470588237
4	3	4.545454545454546
4	4	7.575757575757576
4	4	15.151515151515152
4	4	2.857142857142857
4	3	9.230769230769232
4	4	7.5
4	4	4.761904761904762
3	1	4.878048780487805
4	4	29.82456140350877
4	4	7.6923076923076925
4	4	6.122448979591836
4	4	12.587412587412588
4	4	13.333333333333334
3	1	15.306122448979592
4	1	8.108108108108109
4	1	7.07070707070707
4	4	16
3	1	18.367346938775512
3	3	9.230769230769232
4	4	18.51851851851852
4	4	2.564102564102564
3	1	7.462686567164178
4	1	7.526881720430108
4	4	4.49438202247191
4	1	12.962962962962962
4	3	6.349206349206349
4	2	4.651162790697675
4	3	10
4	4	5.084745762711865
4	4	39.2
3	3	11.76470588235294
4	4	5.357142857142857
4	4	10.416666666666668
4	3	9.722222222222223
4	4	19.642857142857142
4	3	1.8518518518518516
4	3	1.8518518518518516
3	3	1.694915254237288
3	2	0
4	3	8.333333333333332
1	2	1.9230769230769231
3	2	3.3707865168539324
3	3	3.418803418803419
4	4	6.315789473684211
4	3	3.3333333333333335
4	4	9.523809523809524
4	3	18.51851851851852
3	1	18.939393939393938
4	4	8.974358974358974
4	4	4.10958904109589
4	4	8.737864077669903
4	4	14.285714285714285
4	4	5.633802816901409
4	4	23.076923076923077
4	4	13.333333333333334
4	4	10.638297872340425
4	4	27.11864406779661
4	4	24.731182795698924
4	4	14.117647058823529
3	4	14.925373134328357
4	1	6.521739130434782
4	4	21.176470588235293
4	4	5.797101449275362
4	4	13.043478260869565
3	1	2.380952380952381
4	4	18.181818181818183
4	4	13.559322033898304
4	3	22.22222222222222
4	4	17.543859649122805
4	4	7.6923076923076925
4	4	3.7037037037037033
4	4	14.814814814814813
4	3	4
4	2	7.142857142857142
3	2	3.9215686274509802
